Monture_ID,Marque,Modele,Type,Forme,Materiau,Couleur,Taille,Prix (€),Style,Stock
MON273,Oakley,WD928,Semi-cerclee,Rectangulaire,Plastique,Transparent,57-14-133,472.1,Luxe,23
MON274,Gucci,iY151,Invisible,Ronde,Titane,Noir,54-19-132,53.29,Luxe,34
MON275,Persol,UK470,Invisible,Papillon,Plastique,Rouge,52-18-133,270.97,Business,7
MON276,Oakley,um238,Semi-cerclee,Rectangulaire,Titane,Rouge,58-18-148,213.46,Sport,1
MON277,Gucci,Ol374,Invisible,Rectangulaire,Titane,Argent,60-20-149,84.3,Business,2
MON278,Chanel,Vj765,Semi-cerclee,Rectangulaire,Metal,Rouge,55-20-130,175.86,Luxe,41
MON279,Ray-Ban,Kk953,Semi-cerclee,Ronde,Metal,Bleu,52-16-132,54.54,Business,5
MON280,Oakley,js011,Semi-cerclee,Rectangulaire,Titane,Dore,59-14-134,426.04,Luxe,20
MON281,Gucci,Rq746,Semi-cerclee,Rectangulaire,Titane,Argent,57-18-143,333.8,Sport,39
MON282,Oakley,xt440,Cerclee,Papillon,Metal,Noir,54-19-137,397.11,Business,32
MON283,Ray-Ban,Ti620,Cerclee,Ronde,Plastique,Bleu,53-15-136,86.3,Casual,15
MON284,Oakley,AB784,Invisible,Papillon,Plastique,Transparent,51-14-137,249.25,Sport,28
MON285,Oakley,OG627,Cerclee,Ronde,Plastique,Transparent,55-18-132,76.97,Luxe,8
MON286,Gucci,XK720,Cerclee,Ronde,Titane,Bleu,60-20-139,84.84,Sport,45
MON287,Oakley,Or604,Semi-cerclee,Rectangulaire,Metal,Dore,54-20-142,435.02,Casual,24
MON288,Persol,KL767,Cerclee,Aviateur,Titane,Noir,51-15-150,64.64,Casual,17
MON289,Oakley,Qk702,Cerclee,Ronde,Metal,Argent,51-20-130,364.1,Sport,33
MON290,Ray-Ban,QS922,Invisible,Aviateur,Metal,Argent,57-18-144,277.4,Casual,33
MON291,Ray-Ban,ar541,Invisible,Ronde,Titane,Rouge,55-17-147,374.43,Luxe,49
MON292,Ray-Ban,UP520,Semi-cerclee,Rectangulaire,Titane,Dore,56-20-130,74.61,Casual,12
MON293,Chanel,EV519,Cerclee,Ronde,Metal,Transparent,58-19-139,211.87,Business,12
MON294,Oakley,Sn425,Cerclee,Ronde,Metal,Argent,57-17-139,322.9,Sport,36
MON295,Chanel,SA161,Cerclee,Ronde,Titane,Transparent,51-20-136,263.66,Luxe,29
MON296,Gucci,Mt837,Invisible,Ronde,Metal,Argent,59-15-140,322.18,Casual,21
MON297,Ray-Ban,MG382,Cerclee,Papillon,Plastique,Bleu,51-17-141,242.21,Business,41
MON298,Ray-Ban,Up519,Semi-cerclee,Aviateur,Titane,Noir,51-18-130,275.53,Luxe,43
MON299,Chanel,Ah402,Invisible,Aviateur,Metal,Argent,52-17-131,349.18,Luxe,48
MON300,Gucci,HY448,Invisible,Ronde,Metal,Transparent,53-19-135,181.19,Business,47
MON301,Persol,Kr823,Semi-cerclee,Ronde,Plastique,Bleu,55-17-150,166.88,Luxe,33
MON302,Gucci,LO433,Cerclee,Ronde,Titane,Bleu,58-15-131,123.59,Luxe,30
MON303,Gucci,Rq968,Invisible,Papillon,Plastique,Dore,59-18-141,404.84,Luxe,4
MON304,Oakley,yH701,Semi-cerclee,Ronde,Plastique,Dore,59-18-132,384.55,Casual,11
MON305,Gucci,mb418,Cerclee,Papillon,Plastique,Transparent,51-15-140,238.44,Casual,12
MON306,Ray-Ban,WQ910,Semi-cerclee,Ronde,Metal,Dore,52-19-144,211.92,Business,7
MON307,Oakley,OT112,Invisible,Rectangulaire,Plastique,Transparent,53-19-149,436.65,Casual,41
MON308,Ray-Ban,iR264,Cerclee,Aviateur,Metal,Noir,54-17-143,393.51,Casual,41
MON309,Oakley,ky094,Cerclee,Aviateur,Plastique,Noir,51-20-130,148.21,Business,28
MON310,Persol,Wm442,Invisible,Rectangulaire,Metal,Argent,52-15-130,164.53,Business,29
MON311,Persol,hL240,Semi-cerclee,Ronde,Metal,Bleu,55-14-149,213.62,Luxe,38
MON312,Persol,OR904,Semi-cerclee,Ronde,Plastique,Dore,59-18-140,108.55,Luxe,5
MON313,Chanel,Pt397,Cerclee,Papillon,Plastique,Noir,54-18-142,55.19,Business,9
MON314,Gucci,ne248,Invisible,Aviateur,Plastique,Dore,54-20-148,463.14,Sport,9
MON315,Ray-Ban,HE106,Cerclee,Papillon,Metal,Dore,54-15-141,70.53,Luxe,5
MON316,Persol,xO136,Invisible,Aviateur,Metal,Argent,55-19-130,231.94,Casual,43
MON317,Oakley,or649,Semi-cerclee,Rectangulaire,Titane,Noir,58-19-132,457.98,Sport,47
MON318,Chanel,BZ291,Cerclee,Papillon,Plastique,Argent,52-19-134,173.18,Sport,28
MON319,Ray-Ban,vH018,Invisible,Aviateur,Titane,Bleu,60-16-147,389.53,Sport,34
MON320,Gucci,xC539,Cerclee,Papillon,Titane,Rouge,51-19-148,352.95,Casual,32
MON321,Chanel,KW397,Invisible,Papillon,Titane,Argent,54-16-149,165.1,Business,7
MON322,Gucci,gQ265,Semi-cerclee,Aviateur,Titane,Noir,55-17-143,103.46,Business,32
MON323,Ray-Ban,sH578,Semi-cerclee,Papillon,Plastique,Bleu,60-20-138,78.37,Sport,39
MON324,Gucci,tv470,Semi-cerclee,Ronde,Titane,Noir,59-17-138,405.96,Casual,34
MON325,Gucci,iw389,Semi-cerclee,Rectangulaire,Metal,Noir,51-14-139,339.49,Luxe,37
MON326,Chanel,Rz520,Cerclee,Papillon,Metal,Argent,57-17-135,320.18,Sport,19
MON327,Gucci,ZF060,Semi-cerclee,Papillon,Titane,Bleu,53-15-141,488.01,Sport,25
MON328,Chanel,GY308,Semi-cerclee,Aviateur,Plastique,Rouge,51-15-132,408.55,Casual,22
MON329,Oakley,gR259,Semi-cerclee,Ronde,Metal,Dore,52-14-143,155.13,Luxe,11
MON330,Gucci,pW636,Semi-cerclee,Aviateur,Plastique,Noir,54-15-142,81.3,Sport,6
MON331,Persol,LT233,Semi-cerclee,Papillon,Titane,Noir,57-15-138,54.72,Sport,32
MON332,Oakley,RP012,Invisible,Rectangulaire,Titane,Bleu,50-17-133,163.57,Sport,31
MON333,Gucci,yC704,Invisible,Rectangulaire,Plastique,Transparent,56-14-142,90.14,Sport,10
MON334,Chanel,jw775,Invisible,Aviateur,Plastique,Dore,50-15-136,394.35,Sport,26
MON335,Gucci,sM274,Invisible,Ronde,Plastique,Rouge,56-17-134,305.36,Sport,24
MON336,Oakley,lr616,Cerclee,Ronde,Titane,Dore,52-18-142,274.78,Sport,43
MON337,Persol,BV367,Invisible,Ronde,Metal,Argent,50-17-135,205.53,Sport,37
MON338,Ray-Ban,rl451,Semi-cerclee,Ronde,Metal,Dore,55-19-145,135.54,Luxe,0
MON339,Persol,Ek904,Invisible,Papillon,Metal,Argent,51-19-142,228.91,Business,14
MON340,Oakley,Cs520,Cerclee,Aviateur,Titane,Bleu,50-18-145,463.3,Casual,11
MON341,Ray-Ban,ez153,Invisible,Papillon,Plastique,Transparent,56-14-144,224.14,Business,16
MON342,Persol,GM614,Cerclee,Ronde,Plastique,Rouge,60-15-139,125.97,Casual,0
MON343,Persol,gR420,Invisible,Papillon,Metal,Rouge,52-16-142,181.72,Luxe,17
MON344,Persol,gM687,Cerclee,Rectangulaire,Metal,Rouge,56-20-132,246.6,Luxe,35
MON345,Gucci,Nl891,Invisible,Papillon,Plastique,Bleu,52-19-147,158.79,Business,22
MON346,Chanel,PN233,Invisible,Papillon,Titane,Transparent,56-20-142,483.91,Casual,49
MON347,Oakley,JH706,Invisible,Ronde,Titane,Bleu,55-14-147,405.82,Sport,7
MON348,Oakley,BA017,Invisible,Ronde,Titane,Argent,50-19-132,373.96,Sport,20
MON349,Chanel,Bc633,Semi-cerclee,Ronde,Titane,Bleu,56-14-148,94.95,Casual,48
MON350,Oakley,Eq522,Cerclee,Aviateur,Plastique,Rouge,60-14-148,88.36,Sport,40
MON351,Persol,VT709,Invisible,Rectangulaire,Plastique,Argent,59-17-149,219.89,Business,44
MON352,Gucci,HH950,Cerclee,Rectangulaire,Plastique,Dore,50-20-137,417.1,Business,10
MON353,Persol,rS063,Semi-cerclee,Papillon,Metal,Argent,52-20-150,82.03,Casual,14
MON354,Chanel,oJ196,Semi-cerclee,Aviateur,Metal,Bleu,59-15-134,182.67,Casual,30
MON355,Chanel,Mh194,Invisible,Ronde,Titane,Rouge,54-18-149,285.57,Sport,3
MON356,Ray-Ban,nX922,Cerclee,Aviateur,Titane,Transparent,55-20-147,65.33,Casual,3
MON357,Persol,bS725,Semi-cerclee,Rectangulaire,Plastique,Bleu,55-14-136,150.53,Luxe,39
MON358,Gucci,lH774,Invisible,Rectangulaire,Titane,Transparent,50-16-130,414.91,Business,49
MON359,Gucci,Ul472,Cerclee,Papillon,Plastique,Argent,53-17-150,81.54,Casual,15
MON360,Gucci,oE195,Semi-cerclee,Papillon,Titane,Noir,60-20-150,220.95,Business,1
MON361,Gucci,bZ282,Cerclee,Rectangulaire,Metal,Argent,53-14-139,255.06,Luxe,24
MON362,Gucci,rW341,Semi-cerclee,Ronde,Plastique,Bleu,53-17-131,283.06,Luxe,2
MON363,Chanel,TY407,Semi-cerclee,Ronde,Metal,Bleu,51-19-150,110.42,Casual,38
MON364,Ray-Ban,Qv898,Invisible,Papillon,Plastique,Noir,59-14-148,311.89,Casual,20
MON365,Persol,RL072,Cerclee,Rectangulaire,Metal,Dore,56-17-139,91.84,Luxe,5
MON366,Gucci,hz983,Cerclee,Papillon,Plastique,Rouge,54-19-144,188.42,Luxe,14
MON367,Oakley,iJ488,Cerclee,Aviateur,Metal,Transparent,56-20-148,174.78,Luxe,48
MON368,Gucci,bG140,Cerclee,Rectangulaire,Titane,Bleu,55-14-148,382.28,Sport,46
MON369,Persol,DO715,Cerclee,Papillon,Titane,Transparent,60-18-132,449.45,Casual,21
MON370,Chanel,op737,Cerclee,Rectangulaire,Metal,Transparent,55-18-141,389.06,Business,31
MON371,Persol,PY473,Invisible,Rectangulaire,Plastique,Dore,52-17-143,456.4,Luxe,20
MON372,Oakley,eh419,Cerclee,Aviateur,Metal,Bleu,54-19-131,428.24,Luxe,35
MON373,Gucci,bb486,Cerclee,Ronde,Plastique,Noir,58-14-137,238.01,Casual,43
MON374,Chanel,qc029,Invisible,Papillon,Titane,Rouge,50-18-135,188.54,Luxe,6
MON375,Chanel,qD797,Invisible,Ronde,Titane,Noir,53-20-148,438.99,Business,10
MON376,Gucci,eW816,Cerclee,Aviateur,Plastique,Bleu,59-19-134,172.78,Casual,20
MON377,Chanel,NB710,Cerclee,Papillon,Plastique,Argent,52-17-139,416.87,Sport,17
MON378,Chanel,DS729,Semi-cerclee,Rectangulaire,Titane,Rouge,52-20-133,276.03,Luxe,37
MON379,Persol,mM720,Semi-cerclee,Rectangulaire,Metal,Rouge,52-15-146,224.84,Sport,40
MON380,Oakley,Nz931,Invisible,Papillon,Metal,Transparent,50-20-137,414.51,Luxe,29
MON381,Oakley,Mv168,Cerclee,Aviateur,Metal,Dore,55-14-147,237.34,Business,49
MON382,Ray-Ban,Lw551,Invisible,Ronde,Metal,Rouge,56-16-145,185.41,Sport,16
MON383,Persol,fY596,Semi-cerclee,Aviateur,Plastique,Bleu,50-19-130,424.58,Business,39
MON384,Chanel,VE230,Semi-cerclee,Rectangulaire,Metal,Rouge,52-18-144,156.75,Luxe,29
MON385,Ray-Ban,uA216,Cerclee,Aviateur,Metal,Bleu,56-15-138,303.77,Sport,29
MON386,Ray-Ban,cj033,Invisible,Rectangulaire,Metal,Bleu,53-15-136,103.93,Casual,0
MON387,Persol,NE340,Invisible,Ronde,Plastique,Argent,59-15-131,348.61,Luxe,35
MON388,Oakley,vp117,Invisible,Rectangulaire,Plastique,Dore,60-16-148,151.03,Casual,29
MON389,Gucci,xC914,Cerclee,Ronde,Metal,Rouge,57-16-143,445.66,Business,4
MON390,Chanel,Dd429,Cerclee,Aviateur,Plastique,Noir,53-20-143,355.35,Luxe,37
MON391,Gucci,OK320,Invisible,Ronde,Titane,Transparent,56-16-148,125.22,Sport,43
MON392,Gucci,yu707,Semi-cerclee,Rectangulaire,Titane,Noir,55-20-150,389.05,Sport,34
MON393,Ray-Ban,ds386,Cerclee,Ronde,Plastique,Rouge,57-17-141,400.25,Sport,15
MON394,Gucci,Uw670,Invisible,Papillon,Plastique,Argent,50-17-131,354.68,Business,28
MON395,Persol,Vd343,Invisible,Rectangulaire,Metal,Bleu,57-18-138,318.34,Business,17
MON396,Ray-Ban,OA130,Semi-cerclee,Rectangulaire,Titane,Bleu,56-16-133,288.38,Sport,50
MON397,Chanel,Pj290,Invisible,Aviateur,Titane,Argent,54-16-135,243.57,Sport,17
MON398,Ray-Ban,QL249,Invisible,Papillon,Titane,Rouge,56-17-149,169.8,Casual,26
MON399,Gucci,Gs429,Semi-cerclee,Rectangulaire,Titane,Transparent,59-16-142,196.53,Business,40
MON400,Ray-Ban,ok485,Invisible,Ronde,Titane,Transparent,58-14-146,158.12,Business,5
MON401,Ray-Ban,FO915,Invisible,Rectangulaire,Plastique,Argent,50-15-140,163.29,Sport,3
MON402,Gucci,Bk476,Invisible,Rectangulaire,Metal,Argent,51-17-148,449.15,Business,5
MON403,Gucci,GH431,Invisible,Rectangulaire,Titane,Noir,55-15-133,189.1,Luxe,37
MON404,Persol,NS155,Invisible,Aviateur,Metal,Argent,50-15-138,142.64,Sport,38
MON405,Ray-Ban,ka845,Cerclee,Rectangulaire,Titane,Noir,52-15-131,93.04,Luxe,42
MON406,Oakley,HB562,Invisible,Ronde,Titane,Bleu,52-17-150,149.71,Sport,10
MON407,Ray-Ban,hY309,Invisible,Ronde,Plastique,Transparent,53-19-135,401.22,Business,0
MON408,Chanel,Up371,Cerclee,Papillon,Titane,Argent,56-17-136,462.64,Luxe,4
MON409,Chanel,bV389,Semi-cerclee,Ronde,Plastique,Rouge,50-15-131,246.0,Business,44
MON410,Oakley,kt652,Cerclee,Ronde,Plastique,Transparent,54-17-141,241.37,Casual,46
MON411,Chanel,WL997,Semi-cerclee,Papillon,Plastique,Argent,57-15-137,305.1,Casual,47
MON412,Oakley,sL750,Semi-cerclee,Rectangulaire,Plastique,Dore,57-14-145,167.97,Business,30
MON413,Gucci,kG717,Invisible,Ronde,Metal,Transparent,59-16-143,366.83,Sport,19
MON414,Persol,QI310,Semi-cerclee,Papillon,Metal,Dore,55-17-149,118.54,Sport,41
MON415,Persol,ET586,Cerclee,Rectangulaire,Plastique,Rouge,50-17-133,94.68,Business,26
MON416,Chanel,jt450,Invisible,Ronde,Metal,Argent,54-15-136,286.05,Casual,24
MON417,Gucci,dY670,Semi-cerclee,Ronde,Plastique,Transparent,59-19-143,344.49,Business,11
MON418,Gucci,Ut103,Invisible,Aviateur,Metal,Transparent,59-15-130,69.66,Sport,31
MON419,Persol,WU984,Invisible,Papillon,Titane,Rouge,55-17-130,463.52,Business,43
MON420,Chanel,xh813,Invisible,Aviateur,Metal,Dore,54-14-142,329.35,Business,39
MON421,Oakley,ll667,Semi-cerclee,Rectangulaire,Metal,Transparent,59-17-141,336.11,Luxe,47
MON422,Chanel,gJ600,Cerclee,Aviateur,Plastique,Dore,52-19-139,118.86,Luxe,30
MON423,Gucci,cO831,Invisible,Rectangulaire,Plastique,Bleu,53-19-148,59.86,Casual,26
MON424,Chanel,pM084,Invisible,Rectangulaire,Titane,Dore,56-20-135,406.5,Luxe,10
MON425,Chanel,QH726,Invisible,Papillon,Plastique,Bleu,55-14-135,469.2,Business,9
MON426,Persol,aU546,Cerclee,Ronde,Titane,Noir,56-14-145,123.61,Sport,24
MON427,Chanel,Kg410,Invisible,Rectangulaire,Metal,Rouge,60-20-135,112.18,Sport,48
MON428,Oakley,PW884,Invisible,Papillon,Titane,Argent,60-20-145,360.18,Casual,42
MON429,Chanel,IB037,Cerclee,Papillon,Metal,Bleu,55-20-134,451.27,Business,50
MON430,Oakley,ro353,Semi-cerclee,Rectangulaire,Plastique,Noir,58-15-141,380.15,Casual,0
MON431,Persol,Ho828,Semi-cerclee,Aviateur,Metal,Argent,55-14-138,312.65,Business,9
MON432,Oakley,wp638,Semi-cerclee,Papillon,Metal,Dore,54-14-132,274.58,Sport,32
MON433,Ray-Ban,Lr174,Cerclee,Rectangulaire,Titane,Dore,60-19-144,349.16,Luxe,44
MON434,Persol,lA600,Invisible,Rectangulaire,Metal,Bleu,51-17-137,364.57,Casual,26
MON435,Persol,Ef384,Cerclee,Rectangulaire,Titane,Bleu,57-17-146,364.29,Luxe,0
MON436,Persol,mO434,Semi-cerclee,Aviateur,Titane,Noir,56-15-149,478.44,Business,19
MON437,Gucci,id218,Cerclee,Ronde,Titane,Dore,52-15-135,80.79,Business,31
MON438,Gucci,AA717,Semi-cerclee,Ronde,Metal,Rouge,55-14-140,362.89,Business,43
MON439,Ray-Ban,nZ386,Semi-cerclee,Aviateur,Metal,Bleu,51-17-130,487.9,Luxe,3
MON440,Gucci,Bw844,Cerclee,Ronde,Plastique,Argent,55-20-147,55.47,Casual,44
MON441,Chanel,NB651,Semi-cerclee,Rectangulaire,Metal,Bleu,54-18-140,499.67,Business,18
MON442,Chanel,dV731,Semi-cerclee,Rectangulaire,Metal,Bleu,54-19-134,427.14,Casual,14
MON443,Oakley,yG068,Semi-cerclee,Papillon,Titane,Transparent,55-20-138,292.78,Business,3
MON444,Ray-Ban,AS402,Semi-cerclee,Aviateur,Metal,Transparent,56-18-142,412.41,Luxe,3
MON445,Gucci,QJ301,Cerclee,Papillon,Plastique,Bleu,60-14-140,322.92,Casual,14
MON446,Oakley,zE346,Semi-cerclee,Rectangulaire,Plastique,Bleu,57-17-142,102.46,Casual,39
MON447,Persol,ub997,Cerclee,Ronde,Metal,Noir,57-14-131,234.29,Business,17
MON448,Chanel,EW422,Semi-cerclee,Papillon,Plastique,Transparent,60-17-140,62.01,Casual,41
MON449,Persol,aq369,Invisible,Rectangulaire,Titane,Bleu,60-19-147,224.41,Luxe,37
MON450,Gucci,fs685,Semi-cerclee,Aviateur,Titane,Noir,51-17-134,284.14,Casual,46
MON451,Oakley,tx222,Cerclee,Ronde,Titane,Transparent,54-19-134,402.69,Casual,8
MON452,Oakley,sw955,Semi-cerclee,Rectangulaire,Titane,Argent,56-19-142,154.27,Sport,23
MON453,Chanel,Mh321,Semi-cerclee,Aviateur,Metal,Noir,59-17-132,414.79,Business,11
MON454,Gucci,Xa816,Cerclee,Rectangulaire,Titane,Transparent,53-14-149,204.99,Casual,24
MON455,Oakley,Ul959,Invisible,Papillon,Metal,Dore,56-17-147,74.81,Luxe,6
MON456,Chanel,hj875,Semi-cerclee,Aviateur,Titane,Argent,54-14-135,321.64,Business,35
MON457,Oakley,Ah976,Cerclee,Aviateur,Plastique,Bleu,60-17-134,405.92,Business,26
MON458,Gucci,Kb105,Invisible,Papillon,Plastique,Transparent,58-14-145,295.24,Business,13
MON459,Ray-Ban,MT154,Semi-cerclee,Papillon,Plastique,Noir,59-17-147,305.31,Luxe,27
MON460,Chanel,dI147,Cerclee,Rectangulaire,Metal,Noir,59-19-141,227.76,Sport,0
MON461,Ray-Ban,gu219,Invisible,Aviateur,Plastique,Bleu,56-17-146,416.5,Sport,14
MON462,Persol,Zm145,Invisible,Aviateur,Plastique,Bleu,50-17-131,132.26,Sport,46
MON463,Oakley,cF106,Invisible,Papillon,Plastique,Rouge,57-20-144,372.31,Sport,13
MON464,Chanel,oa476,Invisible,Rectangulaire,Plastique,Noir,54-14-140,493.81,Sport,22
MON465,Chanel,yj461,Cerclee,Ronde,Metal,Dore,54-14-141,111.88,Casual,13
MON466,Chanel,lC777,Invisible,Papillon,Metal,Transparent,59-18-136,463.77,Business,11
MON467,Gucci,qe724,Cerclee,Aviateur,Plastique,Argent,54-20-135,239.76,Business,13
MON468,Ray-Ban,vt669,Invisible,Ronde,Metal,Argent,60-15-145,125.28,Sport,14
MON469,Gucci,Tt992,Cerclee,Ronde,Titane,Bleu,55-14-136,448.7,Sport,3
MON470,Gucci,rn411,Invisible,Rectangulaire,Metal,Noir,53-20-136,142.94,Business,0
MON471,Persol,Yr400,Invisible,Rectangulaire,Metal,Argent,56-17-145,475.05,Casual,46
MON472,Chanel,JZ840,Cerclee,Aviateur,Plastique,Rouge,56-15-130,187.51,Luxe,20
MON473,Gucci,IP046,Cerclee,Papillon,Plastique,Argent,51-16-134,386.05,Sport,32
MON474,Persol,jN985,Invisible,Rectangulaire,Metal,Transparent,60-17-146,320.87,Business,38
MON475,Persol,Rr144,Semi-cerclee,Aviateur,Titane,Transparent,52-15-144,289.23,Business,43
MON476,Gucci,eW607,Invisible,Papillon,Titane,Rouge,53-18-141,284.03,Casual,14
MON477,Oakley,jh554,Cerclee,Ronde,Plastique,Argent,52-17-142,451.3,Business,21
MON478,Ray-Ban,mV049,Semi-cerclee,Papillon,Plastique,Dore,53-17-131,308.34,Casual,21
MON479,Persol,TQ539,Cerclee,Aviateur,Metal,Rouge,54-14-135,479.99,Casual,12
MON480,Chanel,KV991,Cerclee,Papillon,Metal,Dore,56-17-133,438.91,Luxe,0
MON481,Gucci,gI322,Invisible,Ronde,Metal,Rouge,59-16-131,79.05,Luxe,16
MON482,Persol,Hn658,Semi-cerclee,Rectangulaire,Titane,Dore,59-19-133,294.94,Luxe,34
MON483,Chanel,HY759,Invisible,Ronde,Plastique,Bleu,60-19-144,181.08,Business,35
MON484,Chanel,SW983,Semi-cerclee,Ronde,Metal,Bleu,57-19-150,441.94,Casual,6
MON485,Gucci,gZ152,Invisible,Aviateur,Metal,Transparent,60-20-149,73.58,Casual,21
MON486,Oakley,hr161,Semi-cerclee,Rectangulaire,Titane,Bleu,58-15-146,449.03,Business,40
MON487,Persol,MG792,Invisible,Ronde,Plastique,Bleu,60-14-130,260.87,Sport,27
MON488,Ray-Ban,bV418,Invisible,Papillon,Plastique,Transparent,54-15-130,210.86,Luxe,25
MON489,Oakley,kY719,Cerclee,Aviateur,Metal,Noir,54-15-150,260.69,Casual,18
MON490,Oakley,kf881,Cerclee,Ronde,Metal,Argent,56-15-134,384.82,Luxe,38
MON491,Gucci,JV426,Invisible,Ronde,Plastique,Dore,59-20-134,118.08,Business,31
MON492,Oakley,nv179,Invisible,Ronde,Metal,Bleu,55-18-139,498.11,Luxe,41
MON493,Chanel,vF539,Semi-cerclee,Rectangulaire,Plastique,Bleu,58-15-138,227.91,Luxe,33
MON494,Persol,nB455,Cerclee,Rectangulaire,Titane,Noir,60-18-138,449.73,Sport,11
MON495,Persol,wc267,Cerclee,Papillon,Metal,Argent,58-17-130,476.33,Casual,40
MON496,Chanel,CP130,Cerclee,Ronde,Plastique,Dore,51-14-130,63.03,Casual,11
MON497,Chanel,bV137,Semi-cerclee,Aviateur,Titane,Argent,55-16-139,140.77,Sport,38
MON498,Persol,nj371,Invisible,Rectangulaire,Plastique,Bleu,59-18-147,144.51,Sport,6
MON499,Oakley,Mc726,Cerclee,Ronde,Plastique,Rouge,56-15-136,383.27,Business,6
MON500,Gucci,ol675,Semi-cerclee,Rectangulaire,Titane,Rouge,51-18-130,288.56,Casual,5
MON501,Oakley,Tw188,Invisible,Aviateur,Plastique,Noir,52-15-137,103.72,Casual,42
MON502,Persol,Kz992,Semi-cerclee,Papillon,Plastique,Dore,53-19-135,350.14,Sport,18
MON503,Persol,ZP324,Cerclee,Rectangulaire,Metal,Argent,57-17-142,402.11,Casual,38
MON504,Oakley,bH299,Cerclee,Rectangulaire,Titane,Rouge,52-20-130,478.42,Luxe,7
MON505,Gucci,yi825,Invisible,Ronde,Metal,Rouge,51-17-148,346.1,Casual,47
MON506,Oakley,ft050,Invisible,Papillon,Plastique,Bleu,58-20-144,385.28,Business,26
MON507,Gucci,Bn694,Semi-cerclee,Ronde,Metal,Rouge,53-16-133,292.4,Luxe,25
MON508,Oakley,Et733,Semi-cerclee,Aviateur,Plastique,Noir,56-20-133,217.27,Casual,40
MON509,Persol,EN020,Semi-cerclee,Papillon,Plastique,Rouge,53-20-133,203.05,Sport,0
MON510,Gucci,ot313,Cerclee,Ronde,Metal,Rouge,59-19-137,481.66,Casual,49
MON511,Oakley,gd402,Cerclee,Papillon,Metal,Argent,52-15-135,274.23,Casual,41
MON512,Gucci,Xv082,Cerclee,Ronde,Metal,Bleu,53-19-136,212.06,Luxe,30
MON513,Chanel,IJ650,Cerclee,Ronde,Metal,Rouge,50-16-130,109.88,Luxe,29
MON514,Ray-Ban,CR442,Invisible,Papillon,Metal,Argent,57-16-150,305.65,Business,48
MON515,Chanel,Uy225,Invisible,Rectangulaire,Titane,Noir,55-20-142,157.71,Business,29
MON516,Gucci,xO470,Cerclee,Rectangulaire,Metal,Transparent,54-18-133,459.11,Business,10
MON517,Persol,je538,Invisible,Papillon,Plastique,Dore,60-15-144,120.41,Casual,3
MON518,Oakley,KN531,Invisible,Rectangulaire,Plastique,Transparent,51-16-141,90.49,Sport,18
MON519,Chanel,hy109,Cerclee,Rectangulaire,Titane,Bleu,53-15-144,245.88,Business,50
MON520,Gucci,Bk779,Invisible,Aviateur,Metal,Transparent,56-18-130,316.83,Sport,38
MON521,Oakley,bb539,Cerclee,Papillon,Titane,Noir,55-15-143,246.11,Casual,3
MON522,Ray-Ban,iO337,Cerclee,Ronde,Titane,Rouge,54-16-147,407.05,Casual,48
MON523,Gucci,dg505,Cerclee,Aviateur,Metal,Argent,51-19-145,342.09,Luxe,32
MON524,Ray-Ban,HK606,Cerclee,Aviateur,Titane,Bleu,50-16-140,259.33,Casual,37
MON525,Ray-Ban,Wb736,Invisible,Aviateur,Titane,Noir,56-14-135,94.13,Sport,8
MON526,Ray-Ban,sb557,Cerclee,Aviateur,Metal,Bleu,51-19-130,483.26,Casual,30
MON527,Ray-Ban,RT797,Invisible,Ronde,Plastique,Bleu,54-19-142,153.36,Casual,47
MON528,Oakley,nS337,Cerclee,Papillon,Plastique,Noir,60-14-132,467.99,Business,29
MON529,Chanel,zb236,Semi-cerclee,Aviateur,Plastique,Transparent,57-17-136,399.07,Sport,38
MON530,Ray-Ban,cI864,Cerclee,Ronde,Titane,Bleu,60-18-147,249.83,Sport,36
MON531,Ray-Ban,Eb122,Invisible,Rectangulaire,Titane,Dore,55-16-150,160.88,Casual,9
MON532,Oakley,aB396,Cerclee,Papillon,Plastique,Noir,52-18-145,388.13,Luxe,36
MON533,Chanel,Jk728,Cerclee,Ronde,Plastique,Bleu,52-16-148,287.27,Luxe,10
MON534,Oakley,kn987,Invisible,Rectangulaire,Plastique,Dore,52-14-149,128.61,Sport,3
MON535,Ray-Ban,lQ766,Invisible,Rectangulaire,Plastique,Argent,50-17-135,160.46,Casual,44
MON536,Persol,uJ842,Semi-cerclee,Aviateur,Plastique,Transparent,52-16-135,359.6,Business,8
MON537,Gucci,KZ786,Cerclee,Ronde,Plastique,Argent,54-16-144,148.26,Luxe,21
MON538,Gucci,UE887,Semi-cerclee,Rectangulaire,Plastique,Transparent,54-19-137,397.02,Casual,43
MON539,Chanel,lG823,Cerclee,Papillon,Metal,Rouge,59-18-148,60.64,Luxe,37
MON540,Chanel,QB474,Invisible,Rectangulaire,Metal,Noir,55-19-133,301.5,Sport,9
MON541,Persol,IU212,Semi-cerclee,Aviateur,Metal,Argent,51-19-137,473.11,Sport,25
MON542,Gucci,xn450,Invisible,Papillon,Metal,Noir,52-17-142,69.39,Casual,29
MON543,Oakley,zX721,Cerclee,Ronde,Titane,Noir,59-20-140,421.7,Luxe,22
MON544,Gucci,Ni620,Cerclee,Papillon,Metal,Dore,53-14-139,164.82,Casual,11
MON545,Oakley,uV560,Cerclee,Ronde,Plastique,Noir,53-19-145,359.33,Luxe,20
